sample,batch,ProjID,SiteID,FAvialNum,Date,IceCoverCat,Transect,Depth.m,Genus,species,Replicate,Tissue,VialAmount,DissectedBy,LinkedTo,Comments,sp.abrev,phyla,season,8:0,9:0,10:0,11:0,11:1,12:0,13:0,13:1,i-14:0,14:0,14:1,14:1w5,i-15:0,a-15:0,15:0,15:1w7,15:1w5,i-16:0,16:0,16:1w13,16:1w9,16:1w7t,16:1w8c,16:1w7c,16:1w6c,16:1w5t,16:1w5c,16:2w6,i-17:0,a-17:0,16:2w5,16:2w4,17:0,16:3w4,16:3w3,17:1w9c,17:1w7c,16:4w3,16:4w1,17:2,18:0,18:1w9t,18:1w9c,18:1w8c,18:1w7c,18:1w5c,18:1w6c,"18:2w7,12c",18:2w6t,18:2w6c,18:2w3,18:2,18:3w6,18:3w4,19:0,18:3w3,18:4w3c,18:4w1,18:5w3,20:0,20:1w11,20:1w9,20:1w7,20:1w5,20:2w6,20:3n7,20:3w6,20:4w6,20:3w3,20:4w3,20:5w3,21:0,22:0,22:1w9c,22:1w7c,22:2w6,21:5w3,23:0,22:4w6,22:5w6,22:3w6,22:6w4,22:5w3,22:6w3,24:0,24:1,24:1w9,26:0,26:4w2,27:0,28:0,29:0,16:2w9,16:4n6,18:1nX,24:1w7,a-16:0,16:0...20,16:0...21,16:1w?...22,16:1w?...24,17:1w?,18:1w?,18:2w?...39,18:2w?...40,18:2w?...42,18:4w3,20:1w?...49,20:1w?...50,20:1w?...52,20:1w?...53,20:2w?,20:3w?,22:2?...64,22:2?...65,22:3?,22:4w3
DEME_15F1416_0089,batch_1,15F1416,15,1416,2019.05.18,<=70%,T1,10m,Desmarestia,menziesii,2,thallus,0.5ml,Galloway,15S018,NA,DEME,ochrophyta,NA,7.58714818679396e-5,1.7458599053482e-4,4.52781424050607e-5,8.03585049891618e-5,1.5908536520697e-5,1.4480847345762e-4,1.55006253278586e-5,5.01730767191213e-5,0,0.0355413022320085,0,0,0,0,0.00126085349706345,0,0,0,0.124523049837774,0,0.00438137412227709,0,0,0.00504708518898934,0,0,0,0.00377521808971925,0,0,0,0,9.0107582497999e-4,9.5288054647046e-4,0,0,0,3.0552548343595e-4,0,0,0.00860814990246843,0,0.0867447626242396,0,0.00110258395424215,0,0,0,0,0.0488763270370881,0,0,0.00662978061720227,0,0.139650436424185,0.0911485718621228,0.13206736734932,0,0,0.00520617055419631,0,8.32138833390305e-5,0,0,0.00215785021011506,0,0.00375115132934179,0.236574622865707,0.00176747919856872,0.0123919341272373,0.180165399830472,0,1.647961219067e-4,0,0,4.3687288752991e-4,-1.18294245923132e-5,0,3.422374907914e-4,2.6514227534495e-5,2.85537834986869e-6,0,1.647961219067e-4,3.4794824749114e-4,3.7772576456834e-4,0,0,0,0,0,0,0,2.2924609037517e-4,0.00149173123220997,0.00186089086172871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIGR_07F0558_0050,batch_1,07F0558,7,558,2019.05.04,<=60%,T3,NA,Himantothallus,grandifolius,2,thallus,1ml,Galloway,07S076,NA,HIGR,ochrophyta,NA,4.20249418029601e-5,1.2982705235557e-4,5.17807318643615e-5,8.40498836059201e-5,3.30195971308972e-5,1.7335288493721e-4,2.626558862685e-5,0,0,0.0340582135497418,1.8310867499861e-4,0,0,0,0.00268059093071738,0,0,0,0.141797406760913,0,0.00215302782201236,0,0,0.0197554748743379,0,0,0,0.00173277840398276,0,0,0,0,0.00128176072499028,0.00124048622857666,0,0,0,0,0,0,0.0326976560588709,0,0.0747038367270975,0,0,0,0,0,0,0.0259278882016477,0,0,0.00436834261133983,0,0.229363877461273,0.0723069141535501,0.122713580510033,0,0,0.0114337859519625,0,0,0,0,0.00139357708800173,0,0.0031301077189311902,0.213673565260982,0.00147312429927162,0.0119238267912006,0.133583781974602,0,3.3169686208764e-4,0,0,3.969856109601e-4,0,0,0.0325573227710646,2.17629162908186e-5,5.25311772537001e-6,0,0.0447047822882881,9.75579006140144e-6,5.3056489026237e-4,0,0,0,0,0,0,0,0.00164722762959817,0.00397210744576906,0.00106938467980747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIGR_11F0992_0124,batch_1,11F0992,11,992,2019.05.14,<=40%,T1,10m,Himantothallus,grandifolius,1,blade,1ml,Galloway,NA,NA,HIGR,ochrophyta,NA,2.69907198193627e-5,0.00015191919441184001,3.54735174768767e-5,7.0175871530343e-5,4.78121322514425e-5,1.3803825279045e-4,4.78121322514425e-5,0,0,0.038206520649443,9.40819376560642e-5,0,0,0,0.00278929810247528,0,0,0,0.131999272021728,0,0.0026566579936487,0,0,0.0288577064674392,0,0,0,0.00236130240248253,0,0,0,0,0.00119453214286265,0.00112821208844936,0,0,0,9.02261205390124e-5,0,0,0.0103374456908159,0,0.0726158326020133,0,0,0,0,0,0,0.0332425416929505,0,0,0.0036838476736313,0,0.214206064120696,0.0792786845802789,0.110750635053079,0,0,0.013291772765901,0,0,0,0,0.00192867972194932,0,0.001711982799971,0.203820806297629,0.00230346514572675,0.00554080919720345,0.13228228899812,0,2.9998257170663e-4,0,0,1.8816387531212e-4,1.15674513511554e-5,0,0.0389098216915932,1.31097781979762e-5,3.85581711705181e-6,0,0.0725086408861593,2.62195563959523e-5,5.1899298395517e-4,0,0,0,0,0,0,0,0.00183922476483371,0.00367073789543332,0.001324858761419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIGR_12F1091_0125,batch_1,12F1091,12,1091,2019.05.15,<=40%,T1,30m,Himantothallus,grandifolius,1,thallus/blade,1ml,Lowe,12S021,NA,HIGR,ochrophyta,NA,9.37828373144858e-5,2.2166852456151e-4,6.82056998650806e-5,7.353427016704e-5,1.8969710274975e-4,1.9928852929328e-4,2.23799952682296e-5,0,0,0.0342179470510626,1.9076281681014e-4,0,0,0,0.00273035942272401,0,0,0,0.160169363278477,0,0.00152929967666235,0,0,0.0370303664564368,0,0,0,0.00164226536706389,0,0,0,0,0.00101775692767425,0.00210265384115319,0,0,0,3.83657061741078e-5,0,0,0.0122141488461514,0,0.0708294878817654,0,0,0,0,0,0,0.0283202854408539,0,0,0.00427031623999028,0,0.310105740149072,0.065160954794541,0.0987895619702069,0,0,0.0185551475054831,0,1.6092282311917e-4,0,0,0.00222201381591708,0,0.00204403956783163,0.211967329469765,0.00190123388373912,0.00936869230490506,0.126218910456573,0,5.0514846462575e-4,0,0,3.4635706962736e-4,0,0,0.0437422336087849,7.45999842274319e-6,1.06571406039188e-6,0,0.052401160349469,0,0.00105399120572757,0,0,0,0,0,0,0,0.00271330799775774,0.00457191331908118,0.00109661976814325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRCO_08F0676_0069,batch_1,08F0676,8,676,2019.05.05,<=80%,T?,5-30m,Iridaea,cordata,1,thallus,1ml,lowe,08S065,NA,IRCO,rhodophyta,NA,3.4766646270234e-4,0.00191911887411693,2.9203982866996e-4,1.042999388107e-4,2.9203982866996e-4,0.00196779217889525,2.8508649941592e-4,6.6056627913444e-4,0,0.0177101296100573,0,0,0,0,0.00255882516548924,0,0,0,0.280907548534238,0,0.00319853145686154,0,0,0.0145046448239417,0,0,0,5.56266340323747e-5,0,0,0,0,9.3869944929632e-4,0,0,0,0,2.085998776214e-4,0,0,0.0269997774934639,0,0.0330769872615008,0,0.00495077042888135,0,0,0,0,0.0133364855092618,0,0,0.00458224397841687,0,1.76402486510541,6.1884630361016e-4,0.0030872781887968,0,0,7.7181954719919e-4,0,0,0,0,0,0,0,0.0973187962396395,0,0,0.480857484563609,0,0,0.00223897201980308,0,4.86733047783279e-5,-6.25799632864215e-5,0,0,1.2515992657284e-4,1.1125326806474e-4,0,0,0,0,0,0.00437364410079546,0,0,0,0,0,1.6687990209712e-4,0.00144629248484174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRCO_09F0720_0070,batch_1,09F0720,9,720,2019.05.07,<=60%,T1,15m,Iridaea,cordata,1,thallus,0.5ml,Galloway,09S018,NA,IRCO,rhodophyta,NA,4.3090615647377e-4,0.00243657844842445,2.2720506432253e-4,2.7421300866513e-4,2.5070903649383e-4,0.00133189175637349,1.6452780519907e-4,2.1153574954167e-4,0,0.0150582115044109,0,0,0,0,0.00209968818063586,0,0,0,0.306538805058055,0,0.00372929691784578,0,0,0.0118460019743337,0,0,0,0,0,0,0,0,9.0098559989971e-4,4.622447860355e-4,0,0,0,0,0,0,0.0306178410818095,0,0.0251100769363356,0,0.00682398658706655,0,0,0,0,0.0105767874770836,0,0,0.00156693147808646,0,1.91366207555744,0.00143374230244911,0,0,0,8.8531628511885e-4,0,0,0,0,0,0,0,0.0859305222582617,0,-7.05119165138909e-5,0.485168993559912,0,0,0.00113602532161269,0,5.48426017330262e-5,0,0,0,4.70079443425939e-5,1.56693147808646e-5,0,9.7933217380404e-4,4.7791410081637e-4,0,0,0.00285181529011736,0,0,0,0,0,1.4102383302778e-4,2.8204766605556e-4,7.83465739043232e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRCO_10F0875_0071,batch_1,10F0875,10,875,2019.05.10,<=40%,NA,NA,Iridaea,cordata,1,blade,1ml,Galloway,10S034,NA,IRCO,rhodophyta,NA,1.9802164726054e-4,4.2865862465812e-4,2.5859297465788e-4,1.2813165410976e-4,6.98899931507807e-5,0.0170904329918042,4.7758161986366e-4,7.92086589042181e-5,0,0.0180782115616686,0,0,0,0,0.0024414904274006,0,0,0,0.251226569379796,0,0.00373911463356677,0,0,0.00190100781370123,0,0,0,0,0,0,0,0,0.00128597587397436,1.2813165410976e-4,0,0,0,7.5714159246679e-4,0,0,0.0128178247438532,0,0.0138545263089231,0,0.0131463077116618,0,0,0,0,0.00718935062877697,0,0,0.00330113734315521,0,0.590039278176151,0.00122773421301538,9.108995773985e-4,0,0,3.378016335621e-4,0,7.4549326027499e-4,0,0,0.00482240952740387,0,0.0176239266061885,0.186482809391351,0,0,0.427656868089627,0,6.6628460137077e-4,0.00211766679246865,0,2.32966643835936e-5,-2.32966643835936e-6,3.3547196712374e-4,0,0,2.09669979452342e-5,0,0.00157019517945421,2.56263308219529e-5,0.00139314053013889,0,0.00503207950685621,0,0,0,0,0,9.78459904110929e-5,3.1450496917851e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRCO_15F1424_0105,batch_1,15F1424,15,1424,2019.05.18,<=70%,T1,5m,Iridaea,cordata,3,blade,1ml,Galloway,15S025,NA,IRCO,rhodophyta,NA,1.5227189669874e-4,1.6140821050067e-4,8.52722621512974e-5,6.69996345474479e-5,1.3399926909489e-4,8.6490437324887e-4,1.3399926909489e-4,1.3399926909489e-4,0,0.0140851504446339,0,0,0,0,0.00170544524302595,0,0,0,0.262102570349616,0,0.00447070288707516,0,0,0.0110701668899988,0,0,0,0,0,0,0,0,6.6999634547447e-4,0,0,0,0,0.00425447679376294,0,0,0.01164575465952,0,0.0328237300523815,0,0.00658423681325375,0,0,0,0,0.0113686198075283,0,0,0.00447070288707516,0,0.724397003289073,0.00521074430503106,0.00673346327201852,0,0,2.0404434157631e-4,0,0,0,0,0,0,0.00241198684370813,0.0833292727494214,0,0,0.52991838226337,0,0,0.00138567425995858,0,-2.74089414057741e-5,0,0,0,4.26361310756487e-5,-9.13631380192472e-6,0,7.2481422828602e-4,5.78633207455232e-5,0,0,0.00267084906809599,0,0,0,0,0,1.0963576562309e-4,1.6140821050067e-4,9.13631380192472e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHAN_02F0095_0051,batch_1,02F0095,2,95,2019.04.27,80%,NA,~8m,Phyllophora,antarctica,1,blade segments,1ml,Lowe,02-S-014,"Drift algae, pieces from same pile but not same individuals as SI",PHAN,rhodophyta,NA,4.85975063404559e-5,2.9386304615244e-4,4.17634820113293e-5,1.1769708566829e-4,4.10041459747597e-5,4.1763482011329e-4,1.5034853524078e-4,1.2908712621683e-4,0,0.0186811851716859,2.27800810970887e-6,0,0,0,0.00312011177426458,0,0,0,0.228884383495072,0,0.00638601606755053,0,0,0.0226107491609337,0,0,0,0.00288319893085486,0,0,0,0,7.6009537260619e-4,0.00626300362962626,0,0,0,0.0105175634425259,0,0,0.0107764970309961,0,0.0107818123832521,0,0.0036546843440096,0,0,0,0,0.0062068127629201,0,0,0.00229547283854997,0,0.226846325572919,0.0122078454599298,0.0134979573860616,0,0,1.9818670554467e-4,0,3.4853524078545e-4,0,0,7.59336036569624e-6,0,9.7498747095539e-4,0.349968107886464,0,8.12489559129497e-5,0.275247163879903,0,8.65643081689371e-5,5.148298327942e-4,0,0,-6.07468829255699e-6,-1.51867207313925e-6,2.2552280286117e-4,0,3.03734414627849e-6,0,3.8194602639452e-4,0.00122329035491366,1.047883730466e-4,0,0.00146931523076222,0,0,0,0,0,4.4193357328352e-4,0.00792215286953088,3.87261378650508e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHAN_03F0175_0052,batch_1,03F0175,3,175,2019.04.28,<=80%,NA,5-30m,Phyllophora,antarctica,1,thallus,0.5ml,Galloway?,03S036,NA,PHAN,rhodophyta,NA,3.58364624537799e-5,4.1641969371292e-4,4.73041304389895e-5,1.2256070159192e-4,5.66216106769723e-5,5.3396329056132e-4,1.5624697629848e-4,3.65531917028555e-5,0,0.0123420776690818,0,0,0,0,0.00308766960501768,0,0,0,0.25345194724586,0,0.00442150273754737,0,0,0.00369545600823379,0,0,0,9.24580731307522e-5,0,0,0,0,0.00128151189734717,2.1573550397175e-4,0,0,0,3.15360869593263e-5,0,0,0.0209535795967251,0,0.00968659580125671,0,0.00119192074121272,0,0,0,0,0.00220322571165839,0,0,0.00181690864640664,0,0.212113154346927,7.5829954552198e-4,7.59733004020134e-5,0,0,2.730738438978e-4,0,0,0,0,0,0,0.00100772132420029,0.4599731799915,0,0,0.219044642914737,0,9.1024614632601e-5,6.0420275697073e-4,0,0,0,0,1.8706633400873e-4,0,1.4334584981512e-6,0,8.45740513909206e-5,0,9.24580731307522e-5,0,0.00169004756932026,0,0,0,0,0,3.44030039556287e-5,1.497964130568e-4,5.44714229297455e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHAN_04F0230_0053,batch_1,04F0230,4,230,2019.04.29,<=90%,NA,5-25m,Phyllophora,antarctica,1,thallus,1.5ml,Galloway?,04S018,NA,PHAN,rhodophyta,NA,1.057636296776e-4,6.5248023847257e-4,8.78651692706215e-5,4.55597173995815e-5,1.1227216073468e-4,6.3295464530132e-4,1.8061173683405e-4,8.78651692706215e-5,0,0.0159751894796104,0,0,0,0,0.00345928425683965,0,0,0,0.250438512279971,0,0.00462268418329325,0,0,0.0740426764381413,0,0,0,0.00207134000891669,0,0,0,0,0.00109017895206141,0.00229263006485751,0,0,0,0.00321684147496331,0,0,0.0378389724331167,0,0.0289206577521486,0,0.0126460758439124,0,0,0,0,0.0224072452967727,0,0,0.00240490222559219,0,0.459525072488765,0.0089004162205611,0.00867261763356319,0,0,5.2719101562372e-4,0,0,0,0,8.0054932002121e-4,0,0.00166618395061327,0.138996189255066,0,0,0.347827289619869,0,1.2528922284884e-4,6.1017478660153e-4,0,0,1.30170621141661e-5,0,0.00423542658539681,6.899042920508e-4,2.27798586997907e-5,0,0.00556316692104176,0.00696575536384316,3.9702039448206e-4,0,0.00707965465734211,0,0,0,0,0,5.955305917231e-4,0.00294511030333009,3.41697880496861e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLCA_09F0719_0108,batch_1,09F0719,9,719,2019.05.07,<=60%,T1,15m,Plocamium,cartilagineum,2,thallus,1ml,Galloway,09S020,NA,PLCA,rhodophtya,NA,3.89828809462816e-5,2.7164261484789e-4,7.1778003012201e-5,2.10383801932313e-5,4.82645192668248e-5,0.00442424759945894,1.4108090247225e-4,1.5160009256887e-4,0,0.0393250640123656,0,0,0,0,0.00186189664710097,0,0,0,0.207482361793312,0,0.00142504087014741,0,0,0.0885301226290055,0,0,0,0.00833305488418372,0,0,0,0,6.3795794056533e-4,0.0194920592490288,0,0,0,0.00155127115130679,0,0,0.00835594959204106,0,0.00559125892429525,0,0.00357590585696129,0,0,0,0,0.00697298548228012,0,0,0.00338346655578203,0,0.194210856546711,0.00609061106594047,0.0129794430274477,0,0,0.00154198951298625,0,3.7683451581405e-4,1.23755177607243e-6,0,0.0011602047900679,0,0.0391233430728658,0.121064740046062,0,0.00116453622128416,0.378430338829301,0,0.00283770622253409,8.1802172398387e-4,0,-3.71265532821729e-6,0.00428131036932258,0,0,8.0440865444708e-6,1.29942936487605e-5,0,5.6494238577706e-4,0.00289958381133771,4.9687703809308e-4,0,0,0,0,0,0,0,0.00137987023032076,0.0230221756902754,6.18775888036216e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLCA_14F1214_0106,batch_1,14F1214,14,1214,2019.05.17,nd,T1,nd,Plocamium,cartilagineum,1,thallus,1ml,Galloway,14S004,NA,PLCA,rhodophtya,NA,7.20600964248867e-5,6.3243331685841e-4,1.1275285675894e-4,6.44302038622516e-5,8.9354519566859e-4,0.00655322994546322,2.110936942329e-4,1.6192327549592e-4,0,0.0409360691302177,0,0,0,0,0.00229829319303374,0,0,0,0.215796251349007,0,0.00456691458165723,0,0,0.010426672069761,0,0,0,0.00127249652627947,0,0,0,0,8.8167647390449e-4,0.00377340575514318,0,0,0,0.00131658034997469,0,0,0.0102867907061126,0,0.00341564857053963,0,0.00414303166151084,0,0,0,0,0.0024322401958,0,0,0.00188627899465145,0,0.251922097101404,0.00100799358410812,0.00180828453734451,0,0,0.00262976963658822,0,3.2469431683213e-4,3.4164963363799e-4,0,0.00152258744916584,0,0.053405009109244,0.129074892482097,0,0.00140559576320544,0.451050424264415,0,0.00754002938356402,5.6545981547528e-4,0,0,0.0324177179669558,0,3.81494628131753e-5,5.84958429802021e-5,2.3737443528198e-5,0,7.511205344994e-4,6.7482160887305e-4,1.1444838843952e-4,0,0,0,0,0,0,0,2.458520936849e-4,0.00280610493136912,5.93436088204949e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLCA_15F1397_0107,batch_1,15F1397,15,1397,2019.05.18,<=70%,T1,20m,Plocamium,cartilagineum,1,thallus,0.5ml,Galloway,15S012,NA,PLCA,rhodophtya,NA,3.02602460795064e-5,1.1785569525702e-4,5.81315253632623e-5,5.09646249760108e-5,5.49462363022616e-5,0.00524537476120286,2.2456287880054e-4,3.2330683969156e-4,0,0.0368936105490403,8.75954491775186e-5,0,0,0,0.00264777153195681,0,0,0,0.220459430167713,0,0.00465768892944824,0,0,0.0136330371810829,0,0,0,0.00137047061849554,0,0,0,0,0.00121757674356751,0.00289781672324536,0,0,0,4.4036621268334e-4,0,0,0.0133742324448766,0,0.00446577526352295,0,0.00353885614677175,0,0,0,0,0.00381040203922206,0,0,0.00148752999148732,0,0.200638172663371,0.00251797100272103,0.0042491756073749,0,0,0.00220501635247772,0,6.0679756612062e-4,0,0,0.00199399095218642,0,0.0486712168520903,0.128597286292985,0,0.00153929093872858,0.456643836107322,0,0.00159423717503084,6.9041140397189e-4,0,-7.96322265250169e-7,0.00367900886545578,2.70749570185057e-5,5.8051893136737e-4,1.1068879486977e-4,3.66308242015078e-5,0,0.00216520023921521,0.0232159793211034,1.5846813078478e-4,0,0,0,0,0,0,0,3.9179055450308e-4,0.00294081812556887,2.9782452720356e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEME_03F0184_0037,batch_3,03F0184,3,184,2019.04.28,<=80%,NA,5-30m,Desmerestia,menziesii,3,thallus,1ml,Galloway?,NA,NA,DEME,ochrophyta,NA,2.44694890355952e-5,1.2193270807567e-4,3.11052826723668e-5,4.76947667642958e-5,0,1.4598746000897e-4,0,0,0,0.0487473695299287,0,0,0,0,0.001283611331613,0,0,0,0.112503245317825,0,0,0,0,0.00585069630212105,0,0,0.00996198519720335,0,0,0,0,0,8.8961108442969e-4,0,0,0,0,0,0,0,0.0220457654097644,0,0.109537460299291,0,0,0,0,0,0,0.0501699177908116,0,0,0.00771369536564467,0,0.140264502734362,0.0722210747829059,0,0.114776419375522,0,0.00913665836362988,0,0,0,0,0.00183604115187424,0,0.00733130775732571,0.241538741007463,0.00117287652529938,0.0105733076859909,0.1723390260148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEME_04F0246_0038,batch_3,04F0246,4,246,2019.04.29,<=90%,NA,~5m,Desmerestia,menziesii,2,thallus,1ml,Galloway?,04S026,NA,DEME,ochrophyta,NA,3.78643855477951e-5,1.1832620483686e-4,5.91631024184299e-5,6.11352058323775e-5,0,2.1574811348587e-4,8.28283433858018e-6,0,0,0.0496749184732449,0,0,0,0,0.00212474421818721,0,0,0,0.124089085433098,0,0,0,0,0.0295941726710642,0,0,0.010353937343908,0,0,0,0,0,7.3362246998853e-4,0,0,0,0,0,0,0,0.0153733349530876,0,0.0772492628277439,0,0.00108584013971958,3.9363184142395e-4,0,0,0,0.0495258274551504,0,0,0.00612653646576981,0,0.131858778463369,0.0715952423399559,0,0.11682464529748,0,0.00520635301282183,0,0,0,0,0.00161239175124361,0,0.00297827057574376,0.148715135183745,0.00157176642091629,0.0105685021953455,0.267333211325869,0,0,0,0,0,0,0,0,0,0,0,2.4651292674345e-4,0.0065225348312905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEME_09F0781_0065,batch_3,09F0781,9,781,2019.05.07,<=60%,T3,5m,Desmarestia,menziesii,3,thallus,1.5ml,Galloway,09S056,NA,DEME,ochrophyta,NA,2.06133172691619e-5,8.88505054705256e-5,2.55889455755114e-5,3.66064082538566e-5,0,1.5922010580318e-4,0,0,0,0.0610356770319666,0,0,0,0,0.00139246512173408,0,0,0,0.0997663231706125,0,0,0,0,0.021454198452935,0,0,0.00972344391667244,0,0,0,0,0,0.00117673609445164,0,0,7.6233733693711e-4,0,0,0,0,0.0332549671875083,0,0.133673097666253,0,0,0,0,0,0,0.0710501952045605,0,0,0.00414327677110155,0,0.110402084077456,0.072556033571275,0,0.0868911741238896,0,0.0148881460986632,0,0,0,0,0.00305894520233926,0,0.0084930421169166,0.182912981591952,0.0017890937781545,0.0083540799263607,0.182588854947996,0,0,0,0,0,0,0,0,0,0,0,0,7.0405140534844e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEME_11F1004_0066,batch_3,11F1004,11,1004,2019.05.14,<=40%,T1,5m,Desmarestia,menziesii,3,thallus,1ml,Galloway,11S043,NA,DEME,ochrophyta,NA,3.90000156000062e-5,1.2300004920002e-4,3.30000132000053e-5,4.14000165600066e-5,0,1.3140005256002e-4,0,0,0,0.0460752184300874,0,0,0,0,0.00118980047592019,0,0,0,0.120606048242419,0,0,0,0,0.0100320040128016,0,0,0.0107424042969617,0,0,0,0,0,0.00094860037944015005,0,0,0,0,0,0,0,0.0105564042225617,0,0.104511041804417,0,0,0,0,0,0,0.0495402198160879,0,0,0.00833220333288133,0,0.169217467686987,0.0774600309840124,0,0.105657642263057,0,0.0101298040519216,0,0,0,0,0.00233760093504037,0,0.00445920178368071,0.244819897927959,0.00147240058896024,0.012318604927442,0.178080671232269,0,0,0,0,0,0,0,0,0,0,0,0,3.6240014496005e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEME_13F1241_0083,batch_3,13F1241,13,1241,2019.05.16,<=80%,T2,10m,Desmarestia,menziesii,1,thallus,1ml,Galloway,13S017,NA,DEME,ochrophyta,NA,3.38651509905557e-5,1.2231890357782e-4,1.81962005322389e-5,4.70068513749504e-5,0,1.0715540313429e-4,0,0,0,0.0467455337173069,2.2391435654949e-4,0,0,0,0.00127979943743413,0,0,0,0.120765655682395,0,0,0,0,0.00867251135367096,0,0,0.00891057831063442,0,0,0,0,0,6.2069261815525e-4,0,0,0,0,0,0,0,0.00903694081433052,0,0.0898882197292304,0,0,0,0,0,0,0.0561423549421639,0,0,0.00390005231407653,0,0.155692757154013,0.0898033041267466,0,0.130278730410653,0,0.0090374462643453,0,0,0,0,0.00263390002704158,0,0.0054639146598195,0.166400715717221,0.00221538741480008,0.0197661282781593,0.227553091205928,0,0,0,0,0,0,0,0,0,0,0,0,3.3258610972814e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEME_14F1300_0084,batch_3,14F1300,14,1300,2019.05.17,nd,T1,15m,Desmarestia,menziesii,1,thallus,1ml,Galloway,NA,NA,DEME,ochrophyta,NA,4.66876465258989e-5,9.2989444733402e-5,3.16395621084604e-5,6.67517590824836e-5,0,1.6668647354701e-4,0,0,0,0.0535978040600504,0,0,0,0,0.00150480844174385,0,0,0,0.140508208537126,0,0,0,0,0.00887605471637833,0,0,0.0169834995825121,0,0,0,0,0,0.00113439405608382,0,0,0,0,0,0,0,0.0195814163102714,0,0.137996335984369,0,0,0.00368176465413328,0,0,0,0.0585991699630975,0,0,0.00633833032628877,0,0.130510106910852,0.0675859631468554,0,0.0741457704079034,0,0.0135413467341027,0,0,0,0,0.00306440734469991,0,0.00591891320419247,0.231214202922261,0.00168962978625547,0.0106116004525229,0.143021624483156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRCO_09F0736_0074,batch_3,09F0736,9,736,2019.05.07,<=60%,T1,5-30m,Iridaea,cordata,2,thallus,0.5ml,Galloway,NA,NA,IRCO,rhodophyta,NA,2.342052012291e-4,5.9644257913013e-4,1.9048689699967e-4,0,2.3108246521272e-4,0.00155512253616128,0,0,0,0.0172843438507082,0,0,0,0,0.00165817282470209,0,0,0,0.301319043693322,0,0,0,0,0.0120600064952909,0,0,0,0,0,0,0,0,7.1510654775287e-4,0,0,0.00115228959004722,0,0,0,0,0.0149703964625646,0,0.0313678832846186,0,0.00761947587998701,0,0,0,0,0.010033350820655,0,0,0.00316020884858478,0,0.984779784656124,0,0,0.00255439806140548,0,4.6216493042544e-4,0,0,0,0,0,0,0.00143333583152215,0.0812161183142222,0,0,0.510186364885458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
