ID,FAvialNum,season,Ice.cover,depth,phyla,genus,species,sp.abrev,tissue.type,C13:0,i-14:0,C14:0,C14:1w5,i-15:0,a-15:0,C15:0,i-16:0,a-16:0,C16:0,C16:0,C16:1w?,C16:1w7c,C16:1w?,i-17:0,a-17:0,C16:2w6,C17:0,C16:3w4,C16:3w3,C17:1w9c,C16:4w3,17:1w?,C16:4w1,C18:0,C18:1w?,C18:1w9c,C18:1w7c,C18:2w?,C18:2w?,C18:2w6c,C18:2w?,C18:3w6,C18:3w3,C18:4w3,C18:4w1,C18:5w3,C20:0,C20:1w?,C20:1w?,C20:1w9,C20:1w?,C20:1w?,C20:2w?,C20:3w?,C20:2w6,C20:3w6,C20:4w6,C20:3w3,C20:4w3,C20:5w3,C22:0,C22:1w9c,C22:2?,C22:2?,C22:2w6,C22:3?,C22:4w6,C22:5w6,C22:4w3,C22:5w3,C22:6w3,C24:1w9
296_08.2020.mt_ODVA.qgd,296,winter,<=60%,5-30m,echinoderm,Odontaster,validus,ODVA,tube feet,0.02116306,0.21478139,0.70145515,0.01258212,0.46629142,0.43831101,0.24215535,0.142774,0.17053135,4.53E-06,1.68145274,0.06531551,0.25034593,0.02638412,0.06484151,0.090661,0.02832198,0.26963387,0.01406688,0.00338776,0,0.01635328,0,0,11.7456323,0.184891,0.21850374,4.75694207,2.01351625,0.26121326,2.36439369,0.10956555,0,0.04609031,0.04922712,0.00286496,0,0.56199224,0,17.9913986,1.95938872,6.24894496,0.58095953,0,1.9513027,0.33994041,0,13.4200864,0,0.06211596,28.1184678,0.01483366,0.2481641,0.04886465,0.15463814,0.45553562,0.03612917,0,0,0,0.12222436,0.30542147,0.70593732
297_08.2020.mt_ODVA.qgd,297,winter,<=60%,5-30m,echinoderm,Odontaster,validus,ODVA,tube feet,0.01929274,0.28580143,0.48066639,0.01277421,0.69795568,0.73489651,0.32630943,0.22660148,0.28765636,3.47E-06,1.25275907,0.05063124,0.20054238,0.01758801,0.05219329,0.12075049,0.02359587,0.23463699,0.00530194,0,0,0.01120466,0,0,10.813488,0.26753754,0.25890124,3.81087602,1.47500485,0.10658696,1.81396082,0.08025,0,0.00977028,0.01555285,0.0106264,0,0.36771861,0,18.9212459,2.13481061,6.34098132,0.44957571,0,2.50813155,0.31623125,0,19.5634111,0,0.07301803,23.8649641,0.0159734,0.24541359,0.02395634,0.16179919,0.64576239,0.011843,0.07310815,0,0,0.0431064,0.06004106,0.47519172
298_08.2020.mt_ODVA.qgd,298,winter,<=60%,5-30m,echinoderm,Odontaster,validus,ODVA,tube feet,0.01375813,0.14773891,0.64703026,0.01100065,0.36550377,1.47267032,0.26741708,0.1067748,0.3457389,4.02E-06,1.4971071,0.2145683,0.20845617,0.01761626,0.03639172,0.2126363,0.02916724,0.34230815,0.01135778,0,0,0.0134537,0,0,11.7317806,0.31741471,0.11916298,4.66462692,1.91861525,0.19493222,3.11108221,0.14069592,0,0.03663176,0.05679474,0.03136854,0,0.44973866,0,17.273503,2.0923658,5.43669224,0.47166971,0,1.89256847,0.38730016,0.04894967,9.61250155,0.05199988,0.11043974,31.7977509,0.02953022,0.18985635,0.07869065,0.06413631,0.59482547,0.04423093,0.06887262,0,0,0.07993767,0.25709556,0.68353907
299_08.2020.mt_ODVA.qgd,299,winter,<=60%,5-30m,echinoderm,Odontaster,validus,ODVA,tube feet,0.01831339,0.2515387,0.72785413,0.01817385,0.34626599,1.52846647,0.24644583,0.12229853,0.2631895,4.04E-06,1.4893142,0.03566401,0.17874561,0.02004356,0.03298502,0.17275975,0.02448761,0.23915536,0.00650212,0,0,0.02231791,0,0,10.9615409,0.23583454,0.1613601,4.30301052,2.01597226,0.26796842,5.48752024,0.10582695,0,0.03123391,0.04694505,0.02069936,0,0.43637482,0,17.5637009,2.09621628,4.94332319,0.55547809,0,2.9821655,0.28310051,0,11.3057907,0.0265108,0.07070711,28.5333067,0.02328765,0.22825803,0.03456172,0.07134197,0.56733819,0.03165948,0.09804812,0,0,0.05719357,0.09406452,0.61513438
300_08.2020.mt_ODVA.qgd,300,winter,<=60%,5-30m,echinoderm,Odontaster,validus,ODVA,tube feet,0.0238629,0.32443284,0.65689599,0.01885376,0.49234957,0.91686551,0.28076851,0.13693557,0.25216723,3.11E-06,1.1162693,0.07718213,0.24346002,0.03107379,0.03451535,0.09570099,0.03011186,0.25555179,0.00307104,0,0,0.01477092,0,0,10.9518245,0.23029231,0.16654153,4.84169633,1.94008446,0.41652839,5.28017089,0.12046169,0,0.03103816,0.02815238,0.0028359,0,0.53602103,0,17.1120226,2.34125766,6.22261652,0.70750757,0,2.7801455,0.33413761,0.04171198,10.4033696,0.09181053,0.0814431,28.2528407,0.02364914,0.23966219,0.07476662,0.1468541,0.46769575,0.00962639,0.11735502,0,0,0.09789561,0.13269597,0.77044606
301_08.2020.mt_ODVA.qgd,301,winter,<=60%,5-30m,echinoderm,Odontaster,validus,ODVA,gonad,0.00794432,0.04442745,0.33583709,0.00362157,0.13955683,0.43224595,0.1883504,0.04655268,0.1989115,4.38E-06,1.61800194,0.09562094,0.11949003,0.01982103,0.03630964,0.09194877,0,0.60180179,0.00595643,0,0,0.02567626,0.07801911,0,18.2970241,0.42337637,0.09961839,14.2899011,0.16072963,0.1158034,0.56006341,0.56544878,0.0065275,0.04783215,0.03519643,0.06848448,0,0.76535783,0,5.17738067,3.04508007,3.38543508,0.94259776,0,0.15841645,0.32866624,0.04389253,2.86017774,0.04641533,0.07707938,43.3378253,0.02026198,0.15544546,0.06006308,0.02821353,0.24970741,0.01895359,0.08279726,0,0,0.07746973,0.08475623,0.29390354
302_08.2020.mt_ODVA.qgd,302,winter,<=60%,5-30m,echinoderm,Odontaster,validus,ODVA,gonad,0.02116768,0.13303177,6.59290735,0.0569247,0.84517088,2.85020729,1.12132014,0.21826768,0.56997492,1.84E-05,7.2638844,0.52045847,1.71070101,0.17195097,0.14483631,0.49721605,0.13091768,0.68116651,0.05145705,0.01123935,0,0.01272923,0.0128276,0.15189041,6.68058466,0.86152195,1.17158243,9.7238176,1.00872095,1.05821953,3.08656096,0.62090435,0.02480205,0.11132573,0.76592488,0.21003849,0,0.70049376,0.14651756,8.57897244,6.0418966,4.54513136,1.29175262,0.23053367,0.68314645,0.30617035,0.08431122,1.40765887,0.06324549,0.22284641,18.754564,0.10630522,1.36592983,0.63299506,0.18212612,0.10786843,0.34374455,0.07419688,0,0.0587079,0.73481813,1.00267024,3.23912745
303_08.2020.mt_ODVA.qgd,303,winter,<=60%,5-30m,echinoderm,Odontaster,validus,ODVA,gonad,0.03372688,0.17392901,4.32082064,0.01846178,1.17907897,0.85636765,0.91304019,0.24155701,0.49220267,1.38E-05,5.62721903,0.58225718,1.88722614,0.16613823,0.13438838,0.27150762,0.11204365,0.5748042,0.01815598,0.00711163,0.01205776,0.01687233,0,0.01634607,6.29442812,0.70770269,0.96459592,10.479278,1.30494051,1.63255173,0.12049937,0.63443162,0,0.09881247,0.16119209,0.03725069,0,0.97393704,0,12.1470217,6.95249167,7.19977354,1.75817148,0.34229318,1.24768837,0.41268048,0.07953997,2.22762051,0.14183069,0.11100535,17.6716697,0.06562963,1.47358203,0.34345948,0.49549536,0.13371633,0.19376689,0,0,0.13370211,0.60705542,0.8384428,4.35841624
324_08.2020.mt_CNEM.qgd,324,winter,<=60%,5-30m,tunicate,Cnemidocarpa,sp.,CNEM,pharyngeal basket,0.20605788,0.12694218,8.14512614,0,0.82662163,0.23427786,2.22960156,0.47080791,0.11013964,3.88E-05,15.7532874,0.07592974,5.12188462,0.28973896,0.47928611,0.51606387,0.39646186,1.07710516,0.0330082,0.01274913,0.04108318,0.01011229,0,0.04395081,6.96832522,0.02555132,2.0866341,4.02686542,0.02771066,0.01995135,1.40122115,0.24119624,0.10279682,0.60150638,1.18037683,0.01767264,0.00908037,0.77834153,0,0.26054011,0.28006437,3.763906,0,0,0.01672561,0.19236171,0.05993364,0.50473396,0.07226099,0.37116256,23.706203,0.3810812,0.14524883,0,0,0.027517,0.68897029,0,0.09430536,0.04873107,2.59764182,13.0247163,0.07639132
325_08.2020.mt_CNEM.qgd,325,winter,<=60%,5-30m,tunicate,Cnemidocarpa,sp.,CNEM,pharyngeal basket,0.14374592,0.09308506,7.36467278,0.00523018,0.65401335,0.16442021,1.74946099,0.3676783,0.08329731,4.49E-05,18.2612664,0.07076691,6.16149325,0.28377795,0.3706123,0.38995585,0.39546726,0.92311837,0.02997497,0.00980224,0.04955916,0.03739986,0,0.03115495,6.26174227,0.07127137,1.94305019,4.78035998,0.02268345,0.02012634,1.35662622,0.26888469,0.11709345,0.47115703,0.86532255,0.01480049,0.00291661,0.91672561,0,0.27401629,0.24908016,3.5080777,0,0,0.01833173,0.17612724,0.05840176,0.44238234,0.05009262,0.31261063,23.8791194,0.41799125,0.20954648,0,0,0.0283804,0.71889195,0,0.09196016,0.03131151,1.49642921,13.2356155,0.04887495
326_08.2020.mt_CNEM.qgd,326,winter,<=60%,5-30m,tunicate,Cnemidocarpa,sp.,CNEM,pharyngeal basket,0.19349636,0.09945294,8.22136718,0.00626572,0.75497096,0.18506526,1.9754748,0.38077152,0.06342963,4.57E-05,18.5868704,0.08360666,5.56538217,0.30915953,0.35627943,0.37174081,0.46554335,0.8475193,0.07584848,0.01712665,0.04385219,0.00933967,0,0.06219638,5.79156868,0.00984763,1.63791136,3.75266426,0.0260631,0.02000161,1.5311951,0.33132128,0.12863712,0.85558907,1.95247779,0.02718113,0.00565826,0.76703896,0,0.19187822,0.20696256,2.75423874,0,0,0.01440095,0.17495842,0.05999435,0.38261222,0.0624556,0.48389277,24.0262286,0.26338547,0.17182163,0,0,0.03740581,0.87866201,0,0.07974197,0.03637941,1.94517259,12.6802356,0.03761266
327_08.2020.mt_CNEM.qgd,327,winter,<=60%,5-30m,tunicate,Cnemidocarpa,sp.,CNEM,pharyngeal basket,0.18031794,0.10157353,9.44245313,0.01207259,0.88678507,0.19974398,1.94581796,0.40724316,0.06245433,4.59E-05,18.6631714,0.08571346,5.85025835,0.38419252,0.48196772,0.41570636,0.53196289,0.75956352,0.06886742,0.01651159,0.03614177,0.01193795,0,0.08084229,5.10412257,0.01153401,1.55590513,4.19300121,0.02879484,0.02535049,1.54578274,0.36597613,0.16080937,0.67969634,1.36135591,0.0258717,0.01088032,0.51632216,0,0.15124295,0.20832879,2.37586636,0,0,0.01773644,0.17109681,0.06714091,0.37336216,0.06479979,0.41837757,23.7714746,0.21130839,0.15991897,0,0,0.02105049,0.89379973,0,0.08286199,0.03576606,1.44952992,13.2641901,0.05140028
335_08.2020.mt_GOAN.qgd,335,winter,<=60%,5-30m,amphipod,Gondogeneia,antarctica,GOAN,whole body,0.02253393,0.05508658,4.90904901,0.01388335,0.18348389,0.07651729,0.3291723,0.08972663,0.00373554,5.52E-05,22.446081,0.04778317,6.08844301,0.17745388,0.37206473,0.09981073,0.98778096,0.25886022,0.64300174,0.1185362,0,0.23302668,0,3.69190901,1.95821046,0,5.72391474,3.30517207,0.04613672,0.02649581,2.11238849,0.27541529,0.29504278,1.76152309,8.66017498,0.31303136,1.73593434,0.10707642,0,0.08998316,0.6503261,0.49475059,0,0,0.05982977,0.42311314,0.11763165,0.73668522,0.49740386,1.42611121,17.8489467,0.08585026,0.20927384,0,0,0.01341892,0.78824416,0,0.04672941,0.02381656,0.56702181,8.663151,0.08920101
336_08.2020.mt_GOAN.qgd,336,winter,<=60%,5-30m,amphipod,Gondogeneia,antarctica,GOAN,whole body,0.02332031,0.05754934,4.9935739,0.01585563,0.19567166,0.08476462,0.3408175,0.10453966,0.0019775,5.55E-05,22.5382936,0.05789905,6.27264678,0.18873609,0.39418428,0.1127938,1.02623789,0.26757657,0.66952428,0.10584078,0,0.23694725,0,3.88361703,1.93977412,0,5.70023657,3.17582216,0.05027104,0.02666314,2.13217414,0.28439617,0.29983717,1.73746565,8.54583236,0.3251294,1.76120267,0.1171397,0,0.09080533,0.69988137,0.48602547,0,0,0.0597195,0.41081332,0.12695602,0.73686411,0.46300043,1.43751051,17.3964111,0.08699551,0.20183312,0,0,0.02044305,0.82362996,0,0.04345203,0.02565729,0.57959009,8.54955772,0.09248687
337_08.2020.mt_GOAN.qgd,337,winter,<=60%,5-30m,amphipod,Gondogeneia,antarctica,GOAN,whole body,0.02326414,0.05929253,5.12687456,0.01246455,0.19671293,0.08248724,0.34657379,0.09755197,0.00341424,5.59E-05,22.7332827,0.05496363,6.41487595,0.18577802,0.39675153,0.11397488,1.02346849,0.26606467,0.64326103,0.11053868,0,0.25222422,0,3.77834927,1.96349541,0,5.64348998,3.30089236,0.05381232,0.03024282,2.18055702,0.28231825,0.30476692,1.8289182,8.30583352,0.30103598,1.69397966,0.1161195,0,0.09223542,0.65348957,0.47302385,0,0,0.06592192,0.41057073,0.13049699,0.71347005,0.48592838,1.3939299,17.3121348,0.09035862,0.2021315,0,0,0.01509236,0.81071807,0,0.03991023,0.02478174,0.57716695,8.49297113,0.08798091
338_08.2020.mt_GOAN.qgd,338,winter,<=60%,5-30m,amphipod,Gondogeneia,antarctica,GOAN,whole body,0.0227938,0.06156781,5.11325764,0.01476472,0.20483037,0.08469418,0.34730742,0.09634607,0.00396027,5.56E-05,22.5948848,0.0569417,6.39851295,0.18911733,0.37764674,0.10429304,1.0599515,0.26099073,0.66063462,0.12988936,0,0.28188023,0,3.91398296,1.86259702,0,5.68688259,3.21505579,0.05249788,0.02816646,2.25342423,0.27931705,0.31588273,1.92896418,8.6682131,0.32650002,1.7643049,0.12108591,0,0.08129191,0.64784794,0.46408171,0,0,0.06018394,0.39791075,0.12874275,0.75000709,0.48839296,1.40916253,17.0045187,0.08521252,0.20234512,0,0,0.01640254,0.81692599,0,0.05078631,0.02159987,0.54894356,8.25934204,0.08510607
339_08.2020.mt_GOAN.qgd,339,winter,<=60%,5-30m,amphipod,Gondogeneia,antarctica,GOAN,whole body,0.02139982,0.05846691,4.76978969,0.01287383,0.1877273,0.07965023,0.3401744,0.10110946,0.00423929,5.57E-05,22.6431172,0.04194619,6.68657134,0.19158785,0.39798266,0.1142912,1.06986259,0.27425431,0.68660177,0.12245901,0,0.28708301,0,3.7501982,1.91383226,0,5.61698067,3.33207134,0.05513649,0.03203547,2.15604368,0.30419898,0.31096265,1.87726559,8.56707881,0.29637677,1.69530169,0.11944278,0,0.09575908,0.62238631,0.52373211,0,0,0.05476917,0.40927639,0.12244245,0.76575444,0.51402018,1.46072168,17.3080805,0.08707199,0.18912974,0,0,0.01981801,0.85904398,0,0.04798779,0.02280968,0.54998818,8.14121486,0.08782433
340_08.2020.mt_DEND.qgd,340,winter,<=60%,5-30m,sponge,Dendrilla,membranosa,DEND,body wall,0.03136593,0.37695082,5.04515569,0.04839133,4.28753254,2.75164325,0.44428379,1.35926909,0.04553291,3.04E-05,12.3694408,0.17892608,1.38266543,0.3877198,1.18074444,0.68015168,0.22567626,0.7177457,0.11674323,0.08081161,0.09079425,0.28357206,0,0.19039284,7.50928105,1.44541146,0.78907409,2.72138007,0.54654127,0.06470006,0.90288923,0.09527611,0,1.98460418,3.66244185,-0.0005821,0.82375301,2.32466113,0.02935524,0.2034972,0.06860574,0.30837578,1.48947679,0.18363226,0.06604131,0.44576673,0.05867387,0.46181807,0.3371147,2.79643941,5.45208869,6.13493822,0,3.22811709,0,0,0.45120258,0,0.19732933,1.25749806,7.32102996,13.6621668,0.70186084
341_08.2020.mt_DEND.qgd,341,winter,<=60%,5-30m,sponge,Dendrilla,membranosa,DEND,body wall,0.0457735,0.49757696,6.69033334,0.04583663,4.5082079,2.55100029,0.54440803,1.1120106,0.03143585,3.17E-05,12.8819322,0.15478874,2.31984931,0.36161044,1.28842771,0.53865017,0.18929381,0.68521515,0.13826405,0.07079028,0.06640217,0.27722263,0,0.20898068,6.27203876,0.76669685,1.23646491,3.38252436,0.28715112,0.08180265,0.75421827,0.09843783,0,1.66760637,3.8290891,-0.0008646,1.16038504,2.41894133,0.03048176,0.16298795,0.04590153,0.19532702,1.14042107,0.06864007,0.06148616,0.2541754,0.04866909,0.31662442,0.37884018,2.92303381,5.93378246,5.41433686,0.36843814,2.72743318,0,0,0.57447763,0,0.14261533,1.35193604,6.30972705,13.9582118,0.42991904
342_08.2020.mt_DEND.qgd,342,winter,<=60%,5-30m,sponge,Dendrilla,membranosa,DEND,body wall,0.04372148,0.41549551,6.78846625,0.06122203,3.62944596,2.22337747,0.58243772,1.00139271,0.0267121,3.05E-05,12.412633,0.17456801,1.93327686,0.49785086,1.26477499,0.51154663,0.23037332,0.64041471,0.11088383,0.06104252,0.07170143,0.28827551,0,0.22968142,6.17045146,0.45390873,0.75185704,3.558505,0.23055408,0.08539719,0.84102412,0.10940155,0,1.69877337,4.08577071,-0.0006146,1.36364728,2.29511505,0.04178043,0.1955779,0.0405637,0.20823021,1.25081867,0.06613635,0.0639572,0.28365166,0.06735932,0.27881588,0.29549115,3.33293754,6.12003419,5.3451589,0,3.33710511,0,0,0.61063459,0,0.14044952,1.59428988,6.67907717,14.6661546,0.53866015
343_08.2020.mt_DEND.qgd,343,winter,<=60%,5-30m,sponge,Dendrilla,membranosa,DEND,body wall,0.03583802,0.35043059,6.17936904,0.04575072,3.5782421,2.23393881,0.51868384,1.10546977,0.02612386,3.19E-05,12.9745859,0.16232952,1.5357051,0.40357553,1.19109226,0.52825617,0.21004636,0.66999145,0.12011841,0.05963896,0.07810586,0.25375931,0,0.18978204,7.04773106,0.94195043,0.67951302,3.33573909,0.32251228,0.0774893,0.78829303,0.11402449,0,1.7197963,3.68021309,-0.000736,0.92579451,2.4668874,0.02164672,0.10580918,0.04544767,0.15031186,1.32616781,0.0693561,0.0519178,0.30408421,0.06092582,0.26916282,0.43759671,3.54576007,5.85492348,5.92330473,0.64411988,2.99399108,0,0,0.60317772,0,0.16374328,1.4715472,6.56957585,14.3476748,0.48968171
344_08.2020.mt_DEND.qgd,344,winter,<=60%,5-30m,sponge,Dendrilla,membranosa,DEND,body wall,0.0359283,0.43016874,6.00305413,0.04517852,4.31713129,2.54173787,0.52243492,1.15369278,0.04433044,2.99E-05,12.1608542,0.16879298,2.29562756,0.40442124,1.35837186,0.58058217,0.23601393,0.67348729,0.19458845,0.05644341,0.05960357,0.2094855,0,0.21852082,6.00078811,0.82542611,0.75585664,3.28935546,0.40404517,0.07711777,0.76522198,0.09875342,0,1.66126711,3.78758938,-0.0009459,0.90955686,2.59052936,0.01957493,0.25630838,0.06105029,0.24668017,1.40011009,0.08671336,0.0471836,0.28183714,0.05192863,0.51151924,0.32514873,3.03159076,6.50752395,7.05444767,0.0666434,2.89762856,0,0,0.4462746,0,0.19461531,1.28926672,6.27796656,13.6802328,0.3907138
348_08.2020.mt_NACO.qgd,348,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,foot,0.01122025,0.02179239,1.55165914,0.01647018,0.13370336,0.05111153,0.84533272,0.08855493,0.00370555,6.08E-05,24.7040872,0.03785539,0.42058229,0.06812622,0.72311222,0.12085922,0.02911916,1.61321752,0.01594495,0.00572698,0,0,0,0.00543545,9.21856892,0.24752493,1.35738281,10.0752592,0.04209581,0.0151571,0.13813653,0.99730603,0,0.3072715,0.09557812,0.07951271,0,0.0806716,0,1.88511041,2.56246464,0.83079,0.11230369,0,0,1.7381461,0.08941024,3.4037304,2.32760074,0.16728219,29.9979731,0.02758683,0,0.50564368,0.20277644,0.01699782,0.10046665,0,0.01755679,0.03248018,1.93830119,0.92123625,0
349_08.2020.mt_NACO.qgd,349,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,foot,0.01106289,0.02590565,1.72597851,0.00868429,0.13733419,0.04252029,0.71378493,0.06988051,0.00127688,5.97E-05,24.2478792,0.01596478,0.40611065,0.06834216,0.67049039,0.10268079,0.0217577,1.3276586,0.00860814,0.00525221,0,0.00143173,0,0.00502628,8.84585756,0.19182616,1.46900873,9.1261767,0.04070524,0.01712997,0.13938278,0.701138,0,0.31888948,0.11757431,0.09938324,0,0.08426125,0,1.95946187,3.17138912,0.82893241,0.12222235,0,0,1.81494619,0.11680514,3.88833959,1.96323665,0.19177285,30.749922,0.02084383,0,0.68370087,0.22561139,0.01341864,0.10640988,0,0.01566016,0.02227809,1.84308574,1.4929394,0
355_08.2020.mt_NACO.qgd,355,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,foot,0.00885126,0.01217519,1.30363515,0.00767796,0.09371583,0.03194293,0.86305694,0.06152418,0.00193708,6.18E-05,25.1165835,0.03149571,0.28702153,0.06736304,0.581211,0.0966428,0.0228957,1.72288793,0.00561024,0.00679108,0,0.00202501,0,0.0057635,9.24284649,0.36733359,1.53918973,8.9706784,0.0556627,0.01149182,0.14526067,0.74799809,0,0.24278784,0.04906508,0.06809667,0,0.08979394,0,2.12608885,3.00831808,0.98215828,0.12185244,0,0,2.30571442,0.10265754,6.45279502,2.21911125,0.12288002,26.7955267,0.02011193,0,0.63785103,0.29789278,0.01967728,0.0592027,0,0.02204399,0.02967923,1.73863076,1.07673335,0
356_08.2020.mt_NACO.qgd,356,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,foot,0.01059157,0.02889344,1.98239578,0.11797898,0.11138434,0.03505134,0.7549781,0.07692706,0.00188566,6.11E-05,24.8130208,0.02846084,0.76919817,0.10062097,0.71403796,0.1053672,0.03457319,1.44057178,0.01405655,0.01285395,0,0.00530924,0,0.0195438,8.51252528,0.22866991,2.77931584,9.12952523,0.04342193,0.01428217,0.16809696,0.77691054,0,0.34059449,0.14885743,0.11631479,0,0.08331264,0,2.0781277,3.10233084,0.90092114,0.14047442,0,0,1.83456501,0.13692665,3.75645822,1.9803673,0.31494454,27.814739,0.01794171,0,0.70934761,0.24017637,0.01784857,0.13943534,0,0.00683474,0.03164638,1.95871015,1.29861532,0
357__NACO.qgd,357,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,foot,0.00906221,0.02016229,1.61629892,0.01225101,0.11667891,0.03392323,0.89955291,0.06732115,0.00678148,4.90E-05,23.3848886,0.02983164,0.32294777,0.06165628,0.74941009,0.11756058,0.01159899,1.62898021,0.0049627,0.00303306,0.0042183,0.00186365,0,0.06584554,9.02918308,0.24485914,1.7636753,8.46552848,0.04605281,0.01247275,0.12487,0.44778082,0,0.26819703,0.11929225,0.04837842,0,0.08044327,0.0427505,1.9210906,3.62901734,1.11823644,0.11064448,0,0.02390808,2.1961879,0.07931611,4.38456482,2.49038103,0.15741265,29.42316,0.01741169,0.01958419,0.77526365,0.16884798,0.01502801,0.05475338,0.13471358,0,0.01852038,1.5952708,1.80432458,0
358__NACO.qgd,358,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,gonad,0.01708233,0.03251425,2.60249875,0.0344678,0.19585459,0.08072427,0.73968803,0.06917138,0.00610204,5.12E-05,24.4388623,0.04165889,0.57157048,0.11839185,0.343763,0.09438789,0.04591965,0.90778874,0.01342785,0.00624238,0.00922323,0,0,0.00950952,7.38369385,0.43916696,1.80117286,11.2997078,0.12035663,0.02271282,0.14335575,0.43802178,0,0.29993164,0.05638349,0.20837864,0,0.07581233,0.04211921,1.00366986,1.22158609,0.77906778,0.07754694,0,0.16235795,0.57975518,0.05195432,0.79702023,2.14974115,0.37201088,38.8455394,0.01150798,0.01952427,0.14082399,0.14349609,0.00305383,0.01016632,0.0194962,0,0.00177953,0.43702816,0.46214924,0.00101046
359__NACO.qgd,359,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,gonad,0.0118144,0.04743647,4.91571481,1.22901214,0.10293164,0.04894764,0.44586059,0.09160228,0.00070308,5.80E-05,27.6928601,0.03497328,3.77554781,0.43376585,0.57840608,0.13555094,0.05964334,0.32584591,0.01854259,0.02150442,0.00649592,0.00812724,0.00288262,0.02459441,3.4033423,0,11.5492435,13.5621664,4.09398736,0.02543188,0.30829386,1.34658116,0,0.49214542,0.26940826,0.28035137,0,0.07313889,0.04059702,2.07433099,1.26904402,1.32457747,0.30116695,0,0.06545931,0.89685454,0.19060112,1.41063432,0.60998856,0.65108041,11.3883346,0.01657575,0.06861071,0.8730789,0.69927513,0.01503877,0.04740087,0.09967345,0,0.04633646,1.08810178,1.39253493,0.01379192
360__NACO.qgd,360,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,gonad,0.01890223,0.05564792,3.44330368,0.04693502,0.25538403,0.08908135,0.98508183,0.08400126,0.00786783,5.65E-05,26.9721165,0.04063104,0.569262,0.09929982,0.47558622,0.11606511,0.01516258,1.30294228,0.00939283,0.00305971,0.01879538,0,0.00852834,0,6.86629669,0.56872776,2.76934122,10.6856828,0.11356877,0,0.16138771,0.22732209,0,0.30639867,0.10927546,0.07521066,0.00191354,0.0750941,0.05364697,1.16609055,1.48716613,0.71231086,0.08181575,0,0.03454076,0.60058763,0.02854761,0.67150498,1.86999935,0.30289214,35.1215013,0.01614363,0.02605127,0.16538962,0.07758072,0.00819809,0.00353567,0,0,0,0.32139612,0.6737779,0
364__ISAN.qgd,364,winter,<=60%,5-30m,anemone,Isotealia,antarctica,ISAN,tentacle,0.02767518,0.03713001,1.03745951,0,1.78147541,0.15808947,1.35739536,1.10950171,1.42757233,2.80E-05,13.3699333,0.10279553,1.32740539,0.16032492,1.32518757,1.81482736,0.24250775,1.75762236,0.02533571,0.00476708,0.00935787,0.00601351,0.01440879,0.0052854,10.191586,0.19963397,0.37965838,2.75390936,0.03606517,0.03364637,0.28621719,0.21633992,0.02406461,0.1357279,0.27085463,0.0193892,0.00082684,0.37650089,0.10814616,1.71987707,0.50021764,3.33748397,0.11951558,0,0,0.32130567,0.06842105,2.1037278,0.06872076,0.21579164,29.5581386,0.08938635,5.64791703,0.36086154,0.14404385,0.23283079,0.03220426,2.79525112,0,0.30020816,10.0603325,0.15158938,0.03750905
365__ISAN.qgd,365,winter,<=60%,5-30m,anemone,Isotealia,antarctica,ISAN,tentacle,0.03622075,0.05523452,1.12242228,0,1.4215672,0.15278903,1.60135948,1.12857718,1.48193821,3.79E-05,13.2418733,0.21601118,1.17263531,0.1740325,1.32778205,2.01519727,0.36334465,2.25792789,0.02751894,0.0197335,0.01308332,0.00642758,0.02020838,0.0441379,11.8285748,0.19659303,0.50805886,3.08490227,0.14048945,0.06348742,0.30964422,0.27735978,0,0.18882428,0.33472199,0.02185562,0.28081194,0.32902528,0.20231571,2.76655438,0.79264388,3.43125326,0.31335052,0,0.23641434,0.22355176,0.07725153,3.28569502,0.08996385,0.26536349,24.6586221,0.0884817,4.56586104,0.25831634,0.1224746,0.18642206,0.06237256,3.25400418,0.00926017,0.24901907,8.75358565,0.46928006,0.17353351
369__STNE.qgd,369,winter,<=60%,5-30m,echinoderm,Sterechinus,neumeyeri,STNE,gonad,0.11625241,0.14275055,9.99653059,0.07439844,0.5013862,0.36159658,1.37965369,0.10845247,0.02764405,3.40E-05,16.1973444,0.28726764,10.1078874,0.46593736,0.32524912,0.10476584,1.32886518,0.34478453,0.64893696,0.02929261,0.0139287,0.05103579,0,1.15995752,4.83685857,0.82351275,0.77169794,5.93734194,0.09489551,0.06654516,0.7350644,0.29859744,0.29835015,0.54595705,3.25607761,0.04149678,0,0.77422249,0.26523354,1.56396729,1.18737529,1.96098685,0.09968602,0.02383782,0.04903813,0.54739712,0.02939281,1.1662479,0.15725786,0.20458763,23.1250654,0.00990104,1.25372489,0.0270315,0.09365586,0.02892572,0.01135889,0.05797105,0.06646435,0.05056385,0.76088857,4.97473294,0.0301379
