sample,batch,FA,proportion,species
IRCO_11F1005_0072,batch_2,20:4w6,0.0793016214607456,I. cordata
IRCO_11F1005_0072,batch_2,20:3w3,0,I. cordata
IRCO_11F1005_0072,batch_2,20:4w3,0.00311070919590886,I. cordata
IRCO_11F1005_0072,batch_2,20:5w3,0.487293883321219,I. cordata
IRCO_11F1005_0072,batch_2,21:0,0,I. cordata
IRCO_11F1005_0072,batch_2,22:0,0,I. cordata
IRCO_11F1005_0072,batch_2,22:1w9c,0,I. cordata
IRCO_11F1005_0072,batch_2,22:1w7c,0,I. cordata
IRCO_11F1005_0072,batch_2,22:2w6,0,I. cordata
IRCO_11F1005_0072,batch_2,21:5w3,0,I. cordata
IRCO_11F1005_0072,batch_2,23:0,0,I. cordata
IRCO_11F1005_0072,batch_2,22:4w6,0,I. cordata
IRCO_11F1005_0072,batch_2,22:5w6,0,I. cordata
IRCO_11F1005_0072,batch_2,22:3w6,0,I. cordata
IRCO_11F1005_0072,batch_2,22:6w4,0,I. cordata
IRCO_11F1005_0072,batch_2,22:5w3,0,I. cordata
IRCO_11F1005_0072,batch_2,22:6w3,0.00318511438366749,I. cordata
IRCO_11F1005_0072,batch_2,24:0,0,I. cordata
IRCO_11F1005_0072,batch_2,24:1,0,I. cordata
IRCO_11F1005_0072,batch_2,24:1w9,0,I. cordata
IRCO_11F1005_0072,batch_2,26:0,0,I. cordata
IRCO_11F1005_0072,batch_2,26:4w2,0,I. cordata
IRCO_11F1005_0072,batch_2,27:0,0,I. cordata
IRCO_11F1005_0072,batch_2,28:0,0,I. cordata
IRCO_11F1005_0072,batch_2,29:0,0,I. cordata
IRCO_14F1336_0104,batch_2,8:0,1.4475303158905e-4,I. cordata
IRCO_14F1336_0104,batch_2,9:0,8.7180803116138e-4,I. cordata
IRCO_14F1336_0104,batch_2,10:0,1.776514478593e-4,I. cordata
IRCO_14F1336_0104,batch_2,11:0,1.776514478593e-4,I. cordata
IRCO_14F1336_0104,batch_2,11:1,2.0726002250251e-4,I. cordata
IRCO_14F1336_0104,batch_2,12:0,0.00151332714843107,I. cordata
IRCO_14F1336_0104,batch_2,13:0,0,I. cordata
IRCO_14F1336_0104,batch_2,13:1,0,I. cordata
IRCO_14F1336_0104,batch_2,i-14:0,0,I. cordata
IRCO_14F1336_0104,batch_2,14:0,0.0295756762269464,I. cordata
IRCO_14F1336_0104,batch_2,14:1,0,I. cordata
IRCO_14F1336_0104,batch_2,14:1w5,0,I. cordata
IRCO_14F1336_0104,batch_2,i-15:0,0,I. cordata
IRCO_14F1336_0104,batch_2,a-15:0,0,I. cordata
IRCO_14F1336_0104,batch_2,15:0,0.00229959929728983,I. cordata
IRCO_14F1336_0104,batch_2,15:1w7,0,I. cordata
IRCO_14F1336_0104,batch_2,15:1w5,0,I. cordata
IRCO_14F1336_0104,batch_2,i-16:0,0,I. cordata
IRCO_14F1336_0104,batch_2,16:0,0.288298691301001,I. cordata
IRCO_14F1336_0104,batch_2,16:1w13,0,I. cordata
IRCO_14F1336_0104,batch_2,16:1w9,0,I. cordata
IRCO_14F1336_0104,batch_2,16:1w7t,0,I. cordata
IRCO_14F1336_0104,batch_2,16:1w8c,0,I. cordata
IRCO_14F1336_0104,batch_2,16:1w7c,0.0359777080331353,I. cordata
IRCO_14F1336_0104,batch_2,16:1w6c,0.00317798701170526,I. cordata
IRCO_14F1336_0104,batch_2,16:1w5t,0,I. cordata
IRCO_14F1336_0104,batch_2,16:1w5c,0,I. cordata
IRCO_14F1336_0104,batch_2,16:2w6,0,I. cordata
IRCO_14F1336_0104,batch_2,i-17:0,0,I. cordata
IRCO_14F1336_0104,batch_2,a-17:0,0,I. cordata
IRCO_14F1336_0104,batch_2,16:2w5,0.00396754900219103,I. cordata
IRCO_14F1336_0104,batch_2,16:2w4,0,I. cordata
IRCO_14F1336_0104,batch_2,17:0,8.9483692255054e-4,I. cordata
IRCO_14F1336_0104,batch_2,16:3w4,0,I. cordata
IRCO_14F1336_0104,batch_2,16:3w3,0,I. cordata
IRCO_14F1336_0104,batch_2,17:1w9c,0,I. cordata
IRCO_14F1336_0104,batch_2,17:1w7c,0,I. cordata
IRCO_14F1336_0104,batch_2,16:4w3,0,I. cordata
IRCO_14F1336_0104,batch_2,16:4w1,0.00936288927051052,I. cordata
IRCO_14F1336_0104,batch_2,17:2,0,I. cordata
IRCO_14F1336_0104,batch_2,18:0,0.0116756479343084,I. cordata
IRCO_14F1336_0104,batch_2,18:1w9t,0,I. cordata
IRCO_14F1336_0104,batch_2,18:1w9c,0.0326747070396031,I. cordata
IRCO_14F1336_0104,batch_2,18:1w8c,0,I. cordata
IRCO_14F1336_0104,batch_2,18:1w7c,0.0094155267365429,I. cordata
IRCO_14F1336_0104,batch_2,18:1w5c,0,I. cordata
IRCO_14F1336_0104,batch_2,18:1w6c,0,I. cordata
IRCO_14F1336_0104,batch_2,"18:2w7,12c",0,I. cordata
IRCO_14F1336_0104,batch_2,18:2w6t,0,I. cordata
IRCO_14F1336_0104,batch_2,18:2w6c,0.0130902798339288,I. cordata
IRCO_14F1336_0104,batch_2,18:2w3,0,I. cordata
IRCO_14F1336_0104,batch_2,18:2,0,I. cordata
IRCO_14F1336_0104,batch_2,18:3w6,0.00298717619733786,I. cordata
IRCO_14F1336_0104,batch_2,18:3w4,0,I. cordata
IRCO_14F1336_0104,batch_2,19:0,0.954455432515479,I. cordata
IRCO_14F1336_0104,batch_2,18:3w3,0.00706000013159367,I. cordata
IRCO_14F1336_0104,batch_2,18:4w3c,0.0116559088845463,I. cordata
IRCO_14F1336_0104,batch_2,18:4w1,0,I. cordata
IRCO_14F1336_0104,batch_2,18:5w3,0,I. cordata
IRCO_14F1336_0104,batch_2,20:0,0,I. cordata
IRCO_14F1336_0104,batch_2,20:1w11,0,I. cordata
IRCO_14F1336_0104,batch_2,20:1w9,0,I. cordata
IRCO_14F1336_0104,batch_2,20:1w7,0,I. cordata
IRCO_14F1336_0104,batch_2,20:1w5,0,I. cordata
IRCO_14F1336_0104,batch_2,20:2w6,0,I. cordata
IRCO_14F1336_0104,batch_2,20:3n7,0,I. cordata
IRCO_14F1336_0104,batch_2,20:3w6,0.00157912398097156,I. cordata
IRCO_14F1336_0104,batch_2,20:4w6,0.064901995617931,I. cordata
IRCO_14F1336_0104,batch_2,20:3w3,0,I. cordata
IRCO_14F1336_0104,batch_2,20:4w3,0.00135870459196094,I. cordata
IRCO_14F1336_0104,batch_2,20:5w3,0.466953540856543,I. cordata
IRCO_14F1336_0104,batch_2,21:0,0,I. cordata
IRCO_14F1336_0104,batch_2,22:0,0,I. cordata
IRCO_14F1336_0104,batch_2,22:1w9c,0,I. cordata
IRCO_14F1336_0104,batch_2,22:1w7c,0,I. cordata
IRCO_14F1336_0104,batch_2,22:2w6,0,I. cordata
IRCO_14F1336_0104,batch_2,21:5w3,0,I. cordata
IRCO_14F1336_0104,batch_2,23:0,0,I. cordata
IRCO_14F1336_0104,batch_2,22:4w6,0,I. cordata
IRCO_14F1336_0104,batch_2,22:5w6,0,I. cordata
IRCO_14F1336_0104,batch_2,22:3w6,0,I. cordata
IRCO_14F1336_0104,batch_2,22:6w4,0,I. cordata
IRCO_14F1336_0104,batch_2,22:5w3,0,I. cordata
IRCO_14F1336_0104,batch_2,22:6w3,0,I. cordata
IRCO_14F1336_0104,batch_2,24:0,0,I. cordata
IRCO_14F1336_0104,batch_2,24:1,0,I. cordata
IRCO_14F1336_0104,batch_2,24:1w9,0,I. cordata
IRCO_14F1336_0104,batch_2,26:0,0,I. cordata
IRCO_14F1336_0104,batch_2,26:4w2,0,I. cordata
IRCO_14F1336_0104,batch_2,27:0,0,I. cordata
IRCO_14F1336_0104,batch_2,28:0,0,I. cordata
IRCO_14F1336_0104,batch_2,29:0,0,I. cordata
PHAN_05F0317_0054,batch_2,8:0,8.34091820339549e-5,P. antarctica
PHAN_05F0317_0054,batch_2,9:0,5.9118086915294e-4,P. antarctica
PHAN_05F0317_0054,batch_2,10:0,1.0389564779668e-4,P. antarctica
PHAN_05F0317_0054,batch_2,11:0,4.97528454237625e-5,P. antarctica
PHAN_05F0317_0054,batch_2,11:1,6.14593972881773e-5,P. antarctica
PHAN_05F0317_0054,batch_2,12:0,0.00108139272847531,P. antarctica
PHAN_05F0317_0054,batch_2,13:0,3.5704983186464e-4,P. antarctica
PHAN_05F0317_0054,batch_2,13:1,7.3751276745812e-4,P. antarctica
PHAN_05F0317_0054,batch_2,i-14:0,0,P. antarctica
PHAN_05F0317_0054,batch_2,14:0,0.0209825308979803,P. antarctica
PHAN_05F0317_0054,batch_2,14:1,1.3901530338992e-4,P. antarctica
PHAN_05F0317_0054,batch_2,14:1w5,0,P. antarctica
PHAN_05F0317_0054,batch_2,i-15:0,0,P. antarctica
PHAN_05F0317_0054,batch_2,a-15:0,0,P. antarctica
PHAN_05F0317_0054,batch_2,15:0,0.00670639089932658,P. antarctica
PHAN_05F0317_0054,batch_2,15:1w7,0,P. antarctica
PHAN_05F0317_0054,batch_2,15:1w5,0,P. antarctica
PHAN_05F0317_0054,batch_2,i-16:0,0,P. antarctica
PHAN_05F0317_0054,batch_2,16:0,0.281798653161208,P. antarctica
PHAN_05F0317_0054,batch_2,16:1w13,0,P. antarctica
PHAN_05F0317_0054,batch_2,16:1w9,0,P. antarctica
PHAN_05F0317_0054,batch_2,16:1w7t,0,P. antarctica
PHAN_05F0317_0054,batch_2,16:1w8c,0,P. antarctica
PHAN_05F0317_0054,batch_2,16:1w7c,0.110321081451261,P. antarctica
PHAN_05F0317_0054,batch_2,16:1w6c,4.2143586711893e-4,P. antarctica
PHAN_05F0317_0054,batch_2,16:1w5t,0,P. antarctica
PHAN_05F0317_0054,batch_2,16:1w5c,0,P. antarctica
PHAN_05F0317_0054,batch_2,16:2w6,0,P. antarctica
PHAN_05F0317_0054,batch_2,i-17:0,0,P. antarctica
PHAN_05F0317_0054,batch_2,a-17:0,0,P. antarctica
PHAN_05F0317_0054,batch_2,16:2w5,0.00475139673796932,P. antarctica
PHAN_05F0317_0054,batch_2,16:2w4,0,P. antarctica
PHAN_05F0317_0054,batch_2,17:0,0.00162135743322144,P. antarctica
PHAN_05F0317_0054,batch_2,16:3w4,0,P. antarctica
PHAN_05F0317_0054,batch_2,16:3w3,0,P. antarctica
PHAN_05F0317_0054,batch_2,17:1w9c,0,P. antarctica
PHAN_05F0317_0054,batch_2,17:1w7c,0,P. antarctica
PHAN_05F0317_0054,batch_2,16:4w3,0,P. antarctica
PHAN_05F0317_0054,batch_2,16:4w1,0,P. antarctica
PHAN_05F0317_0054,batch_2,17:2,0,P. antarctica
PHAN_05F0317_0054,batch_2,18:0,0.0259197691467972,P. antarctica
PHAN_05F0317_0054,batch_2,18:1w9t,0,P. antarctica
PHAN_05F0317_0054,batch_2,18:1w9c,0.0219029585383199,P. antarctica
PHAN_05F0317_0054,batch_2,18:1w8c,0,P. antarctica
PHAN_05F0317_0054,batch_2,18:1w7c,0.0199523543339118,P. antarctica
PHAN_05F0317_0054,batch_2,18:1w5c,0,P. antarctica
PHAN_05F0317_0054,batch_2,18:1w6c,0,P. antarctica
PHAN_05F0317_0054,batch_2,"18:2w7,12c",0,P. antarctica
PHAN_05F0317_0054,batch_2,18:2w6t,0,P. antarctica
PHAN_05F0317_0054,batch_2,18:2w6c,0.0158389646725531,P. antarctica
PHAN_05F0317_0054,batch_2,18:2w3,6.5410358542417e-4,P. antarctica
PHAN_05F0317_0054,batch_2,18:2,0,P. antarctica
PHAN_05F0317_0054,batch_2,18:3w6,0.00198279722203524,P. antarctica
PHAN_05F0317_0054,batch_2,18:3w4,0,P. antarctica
PHAN_05F0317_0054,batch_2,19:0,0.446663486386744,P. antarctica
PHAN_05F0317_0054,batch_2,18:3w3,0.00163306398508585,P. antarctica
PHAN_05F0317_0054,batch_2,18:4w3c,0,P. antarctica
PHAN_05F0317_0054,batch_2,18:4w1,0,P. antarctica
PHAN_05F0317_0054,batch_2,18:5w3,0,P. antarctica
PHAN_05F0317_0054,batch_2,20:0,4.6533543661048e-4,P. antarctica
PHAN_05F0317_0054,batch_2,20:1w11,0,P. antarctica
PHAN_05F0317_0054,batch_2,20:1w9,0,P. antarctica
PHAN_05F0317_0054,batch_2,20:1w7,0,P. antarctica
PHAN_05F0317_0054,batch_2,20:1w5,0,P. antarctica
PHAN_05F0317_0054,batch_2,20:2w6,0,P. antarctica
PHAN_05F0317_0054,batch_2,20:3n7,0,P. antarctica
PHAN_05F0317_0054,batch_2,20:3w6,0.00103895647796681,P. antarctica
PHAN_05F0317_0054,batch_2,20:4w6,0.112491183503127,P. antarctica
PHAN_05F0317_0054,batch_2,20:3w3,0,P. antarctica
PHAN_05F0317_0054,batch_2,20:4w3,0,P. antarctica
PHAN_05F0317_0054,batch_2,20:5w3,0.351857976112781,P. antarctica
PHAN_05F0317_0054,batch_2,21:0,0,P. antarctica
PHAN_05F0317_0054,batch_2,22:0,1.8291487288148e-4,P. antarctica
PHAN_05F0317_0054,batch_2,22:1w9c,0,P. antarctica
PHAN_05F0317_0054,batch_2,22:1w7c,0,P. antarctica
PHAN_05F0317_0054,batch_2,22:2w6,0,P. antarctica
PHAN_05F0317_0054,batch_2,21:5w3,0,P. antarctica
PHAN_05F0317_0054,batch_2,23:0,0,P. antarctica
PHAN_05F0317_0054,batch_2,22:4w6,0,P. antarctica
PHAN_05F0317_0054,batch_2,22:5w6,0,P. antarctica
PHAN_05F0317_0054,batch_2,22:3w6,1.4633189830518e-4,P. antarctica
PHAN_05F0317_0054,batch_2,22:6w4,0,P. antarctica
PHAN_05F0317_0054,batch_2,22:5w3,0.00671517081322489,P. antarctica
PHAN_05F0317_0054,batch_2,22:6w3,0.00941060438000638,P. antarctica
PHAN_05F0317_0054,batch_2,24:0,0,P. antarctica
PHAN_05F0317_0054,batch_2,24:1,0,P. antarctica
PHAN_05F0317_0054,batch_2,24:1w9,0,P. antarctica
PHAN_05F0317_0054,batch_2,26:0,0,P. antarctica
PHAN_05F0317_0054,batch_2,26:4w2,0,P. antarctica
PHAN_05F0317_0054,batch_2,27:0,0,P. antarctica
PHAN_05F0317_0054,batch_2,28:0,0,P. antarctica
PHAN_05F0317_0054,batch_2,29:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,8:0,5.32004352138829e-5,P. antarctica
PHAN_08F0600_0055,batch_2,9:0,4.5477791392512e-4,P. antarctica
PHAN_08F0600_0055,batch_2,10:0,7.55102951422854e-5,P. antarctica
PHAN_08F0600_0055,batch_2,11:0,5.57746498210063e-5,P. antarctica
PHAN_08F0600_0055,batch_2,11:1,5.83488644281296e-5,P. antarctica
PHAN_08F0600_0055,batch_2,12:0,4.4877141317517e-4,P. antarctica
PHAN_08F0600_0055,batch_2,13:0,2.6428603299799e-4,P. antarctica
PHAN_08F0600_0055,batch_2,13:1,2.9174432214064e-4,P. antarctica
PHAN_08F0600_0055,batch_2,i-14:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,14:0,0.0161961002364845,P. antarctica
PHAN_08F0600_0055,batch_2,14:1,0,P. antarctica
PHAN_08F0600_0055,batch_2,14:1w5,0,P. antarctica
PHAN_08F0600_0055,batch_2,i-15:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,a-15:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,15:0,0.00413333058750442,P. antarctica
PHAN_08F0600_0055,batch_2,15:1w7,0,P. antarctica
PHAN_08F0600_0055,batch_2,15:1w5,0,P. antarctica
PHAN_08F0600_0055,batch_2,i-16:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,16:0,0.227581164986563,P. antarctica
PHAN_08F0600_0055,batch_2,16:1w13,0,P. antarctica
PHAN_08F0600_0055,batch_2,16:1w9,0,P. antarctica
PHAN_08F0600_0055,batch_2,16:1w7t,0,P. antarctica
PHAN_08F0600_0055,batch_2,16:1w8c,0,P. antarctica
PHAN_08F0600_0055,batch_2,16:1w7c,0.0259034635199467,P. antarctica
PHAN_08F0600_0055,batch_2,16:1w6c,0.00212115283626965,P. antarctica
PHAN_08F0600_0055,batch_2,16:1w5t,0,P. antarctica
PHAN_08F0600_0055,batch_2,16:1w5c,0.00132657859420424,P. antarctica
PHAN_08F0600_0055,batch_2,16:2w6,0,P. antarctica
PHAN_08F0600_0055,batch_2,i-17:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,a-17:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,16:2w5,0.00225329585276865,P. antarctica
PHAN_08F0600_0055,batch_2,16:2w4,0,P. antarctica
PHAN_08F0600_0055,batch_2,17:0,0.00277757756108611,P. antarctica
PHAN_08F0600_0055,batch_2,16:3w4,0,P. antarctica
PHAN_08F0600_0055,batch_2,16:3w3,0,P. antarctica
PHAN_08F0600_0055,batch_2,17:1w9c,0,P. antarctica
PHAN_08F0600_0055,batch_2,17:1w7c,0,P. antarctica
PHAN_08F0600_0055,batch_2,16:4w3,0,P. antarctica
PHAN_08F0600_0055,batch_2,16:4w1,0,P. antarctica
PHAN_08F0600_0055,batch_2,17:2,0,P. antarctica
PHAN_08F0600_0055,batch_2,18:0,0.0456931673479755,P. antarctica
PHAN_08F0600_0055,batch_2,18:1w9t,0,P. antarctica
PHAN_08F0600_0055,batch_2,18:1w9c,0.0136845248514678,P. antarctica
PHAN_08F0600_0055,batch_2,18:1w8c,0,P. antarctica
PHAN_08F0600_0055,batch_2,18:1w7c,0.00492104025728417,P. antarctica
PHAN_08F0600_0055,batch_2,18:1w5c,3.2263489742612e-4,P. antarctica
PHAN_08F0600_0055,batch_2,18:1w6c,0,P. antarctica
PHAN_08F0600_0055,batch_2,"18:2w7,12c",0,P. antarctica
PHAN_08F0600_0055,batch_2,18:2w6t,0,P. antarctica
PHAN_08F0600_0055,batch_2,18:2w6c,0.0144602215197477,P. antarctica
PHAN_08F0600_0055,batch_2,18:2w3,5.1655906449608e-4,P. antarctica
PHAN_08F0600_0055,batch_2,18:2,0,P. antarctica
PHAN_08F0600_0055,batch_2,18:3w6,0.00117298378931255,P. antarctica
PHAN_08F0600_0055,batch_2,18:3w4,0,P. antarctica
PHAN_08F0600_0055,batch_2,19:0,0.290915425037154,P. antarctica
PHAN_08F0600_0055,batch_2,18:3w3,0,P. antarctica
PHAN_08F0600_0055,batch_2,18:4w3c,0.00360475852150842,P. antarctica
PHAN_08F0600_0055,batch_2,18:4w1,0,P. antarctica
PHAN_08F0600_0055,batch_2,18:5w3,0,P. antarctica
PHAN_08F0600_0055,batch_2,20:0,7.0018637313755e-4,P. antarctica
PHAN_08F0600_0055,batch_2,20:1w11,0,P. antarctica
PHAN_08F0600_0055,batch_2,20:1w9,0,P. antarctica
PHAN_08F0600_0055,batch_2,20:1w7,5.2857206599599e-4,P. antarctica
PHAN_08F0600_0055,batch_2,20:1w5,0,P. antarctica
PHAN_08F0600_0055,batch_2,20:2w6,0.00116182885934835,P. antarctica
PHAN_08F0600_0055,batch_2,20:3n7,0,P. antarctica
PHAN_08F0600_0055,batch_2,20:3w6,0.00101424055520661,P. antarctica
PHAN_08F0600_0055,batch_2,20:4w6,0.404609903518436,P. antarctica
PHAN_08F0600_0055,batch_2,20:3w3,0.00110262192338451,P. antarctica
PHAN_08F0600_0055,batch_2,20:4w3,0.00153766419198836,P. antarctica
PHAN_08F0600_0055,batch_2,20:5w3,0.189423581865173,P. antarctica
PHAN_08F0600_0055,batch_2,21:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,22:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,22:1w9c,0,P. antarctica
PHAN_08F0600_0055,batch_2,22:1w7c,0,P. antarctica
PHAN_08F0600_0055,batch_2,22:2w6,0,P. antarctica
PHAN_08F0600_0055,batch_2,21:5w3,5.1655906449608e-4,P. antarctica
PHAN_08F0600_0055,batch_2,23:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,22:4w6,6.4183750870942e-4,P. antarctica
PHAN_08F0600_0055,batch_2,22:5w6,0,P. antarctica
PHAN_08F0600_0055,batch_2,22:3w6,7.20780089994542e-5,P. antarctica
PHAN_08F0600_0055,batch_2,22:6w4,0,P. antarctica
PHAN_08F0600_0055,batch_2,22:5w3,0.00249269781123113,P. antarctica
PHAN_08F0600_0055,batch_2,22:6w3,0.0278272599030036,P. antarctica
PHAN_08F0600_0055,batch_2,24:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,24:1,0,P. antarctica
PHAN_08F0600_0055,batch_2,24:1w9,0,P. antarctica
PHAN_08F0600_0055,batch_2,26:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,26:4w2,0,P. antarctica
PHAN_08F0600_0055,batch_2,27:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,28:0,0,P. antarctica
PHAN_08F0600_0055,batch_2,29:0,0,P. antarctica
DEME_03F0154_0033,batch_1,8:0,4.00249488848049e-5,D. menziesii
DEME_03F0154_0033,batch_1,9:0,2.7266996427773e-4,D. menziesii
DEME_03F0154_0033,batch_1,10:0,5.33665985130731e-5,D. menziesii
DEME_03F0154_0033,batch_1,11:0,6.42066888360411e-5,D. menziesii
DEME_03F0154_0033,batch_1,11:1,4.41942143936387e-5,D. menziesii
DEME_03F0154_0033,batch_1,12:0,2.3347886849469e-4,D. menziesii
DEME_03F0154_0033,batch_1,13:0,6.08712764289741e-5,D. menziesii
DEME_03F0154_0033,batch_1,13:1,4.83634799024725e-5,D. menziesii
DEME_03F0154_0033,batch_1,i-14:0,0,D. menziesii
DEME_03F0154_0033,batch_1,14:0,0.032434384099422,D. menziesii
DEME_03F0154_0033,batch_1,14:1,7.50467791590091e-6,D. menziesii
DEME_03F0154_0033,batch_1,14:1w5,0,D. menziesii
DEME_03F0154_0033,batch_1,i-15:0,0,D. menziesii
DEME_03F0154_0033,batch_1,a-15:0,0,D. menziesii
DEME_03F0154_0033,batch_1,15:0,0.00176443316333848,D. menziesii
DEME_03F0154_0033,batch_1,15:1w7,0,D. menziesii
DEME_03F0154_0033,batch_1,15:1w5,0,D. menziesii
DEME_03F0154_0033,batch_1,i-16:0,0,D. menziesii
DEME_03F0154_0033,batch_1,16:0,0.163294286772088,D. menziesii
DEME_03F0154_0033,batch_1,16:1w13,0,D. menziesii
DEME_03F0154_0033,batch_1,16:1w9,0.00218135971422186,D. menziesii
DEME_03F0154_0033,batch_1,16:1w7t,0,D. menziesii
DEME_03F0154_0033,batch_1,16:1w8c,0,D. menziesii
DEME_03F0154_0033,batch_1,16:1w7c,0.00493891192176457,D. menziesii
DEME_03F0154_0033,batch_1,16:1w6c,0,D. menziesii
DEME_03F0154_0033,batch_1,16:1w5t,0,D. menziesii
DEME_03F0154_0033,batch_1,16:1w5c,0,D. menziesii
DEME_03F0154_0033,batch_1,16:2w9,2.3514657469822e-4,D. menziesii
DEME_03F0154_0033,batch_1,16:2w6,0.002710022580742,D. menziesii
DEME_03F0154_0033,batch_1,i-17:0,0,D. menziesii
DEME_03F0154_0033,batch_1,a-17:0,0,D. menziesii
DEME_03F0154_0033,batch_1,16:2w5,0,D. menziesii
DEME_03F0154_0033,batch_1,16:2w4,0,D. menziesii
DEME_03F0154_0033,batch_1,17:0,0.00111819700946924,D. menziesii
DEME_03F0154_0033,batch_1,16:3w4,8.2968383625793e-4,D. menziesii
DEME_03F0154_0033,batch_1,16:3w3,0,D. menziesii
DEME_03F0154_0033,batch_1,17:1w9c,0,D. menziesii
DEME_03F0154_0033,batch_1,17:1w7c,0,D. menziesii
DEME_03F0154_0033,batch_1,16:4n6,5.2532745411306e-4,D. menziesii
DEME_03F0154_0033,batch_1,16:4w3,0,D. menziesii
DEME_03F0154_0033,batch_1,16:4w1,0,D. menziesii
DEME_03F0154_0033,batch_1,17:2,0,D. menziesii
DEME_03F0154_0033,batch_1,18:0,0.032970551643858,D. menziesii
DEME_03F0154_0033,batch_1,18:1w9t,0,D. menziesii
DEME_03F0154_0033,batch_1,18:1w9c,0.0873786326810378,D. menziesii
DEME_03F0154_0033,batch_1,18:1w8c,0,D. menziesii
DEME_03F0154_0033,batch_1,18:1w7c,5.8870028984733e-4,D. menziesii
DEME_03F0154_0033,batch_1,18:1w5c,0,D. menziesii
DEME_03F0154_0033,batch_1,18:1nX,0.00175359307301551,D. menziesii
DEME_03F0154_0033,batch_1,18:1w6c,0,D. menziesii
DEME_03F0154_0033,batch_1,"18:2w7,12c",0,D. menziesii
DEME_03F0154_0033,batch_1,18:2w6t,0,D. menziesii
DEME_03F0154_0033,batch_1,18:2w6c,0.0641416482941033,D. menziesii
DEME_03F0154_0033,batch_1,18:2w3,0,D. menziesii
DEME_03F0154_0033,batch_1,18:2,0,D. menziesii
DEME_03F0154_0033,batch_1,18:3w6,0.0030510684993646,D. menziesii
DEME_03F0154_0033,batch_1,18:3w4,0,D. menziesii
DEME_03F0154_0033,batch_1,19:0,0.230754670411223,D. menziesii
DEME_03F0154_0033,batch_1,18:3w3,0.074793287816072,D. menziesii
DEME_03F0154_0033,batch_1,18:4w3c,0.0799931957586896,D. menziesii
DEME_03F0154_0033,batch_1,18:4w1,0,D. menziesii
DEME_03F0154_0033,batch_1,18:5w3,0,D. menziesii
DEME_03F0154_0033,batch_1,20:0,0.00684843552481047,D. menziesii
DEME_03F0154_0033,batch_1,20:1w11,0,D. menziesii
DEME_03F0154_0033,batch_1,20:1w9,2.66832992565366e-5,D. menziesii
DEME_03F0154_0033,batch_1,20:1w7,0,D. menziesii
DEME_03F0154_0033,batch_1,20:1w5,0,D. menziesii
DEME_03F0154_0033,batch_1,20:2w6,0.002760053766848,D. menziesii
DEME_03F0154_0033,batch_1,20:3w6,0.00225807419958441,D. menziesii
DEME_03F0154_0033,batch_1,20:4w6,0.245864088615237,D. menziesii
DEME_03F0154_0033,batch_1,20:3w3,0.00206962339858512,D. menziesii
DEME_03F0154_0033,batch_1,20:4w3,0.0116797803964471,D. menziesii
DEME_03F0154_0033,batch_1,20:5w3,0.170546307198153,D. menziesii
DEME_03F0154_0033,batch_1,21:0,0,D. menziesii
DEME_03F0154_0033,batch_1,22:0,2.985194104325e-4,D. menziesii
DEME_03F0154_0033,batch_1,22:1w9c,0,D. menziesii
DEME_03F0154_0033,batch_1,22:1w7c,0,D. menziesii
DEME_03F0154_0033,batch_1,22:2w6,9.8811592559362e-4,D. menziesii
DEME_03F0154_0033,batch_1,21:5w3,0,D. menziesii
DEME_03F0154_0033,batch_1,23:0,0,D. menziesii
DEME_03F0154_0033,batch_1,22:4w6,0,D. menziesii
DEME_03F0154_0033,batch_1,22:5w6,0,D. menziesii
DEME_03F0154_0033,batch_1,22:3w6,3.33541240706707e-6,D. menziesii
DEME_03F0154_0033,batch_1,22:5w3,3.2436885658727e-4,D. menziesii
DEME_03F0154_0033,batch_1,22:6w3,4.3026820051165e-4,D. menziesii
DEME_03F0154_0033,batch_1,24:0,3.7523389579504e-4,D. menziesii
DEME_03F0154_0033,batch_1,24:1,0,D. menziesii
DEME_03F0154_0033,batch_1,24:1w9,0,D. menziesii
DEME_03F0154_0033,batch_1,26:0,0,D. menziesii
DEME_03F0154_0033,batch_1,28:0,0,D. menziesii
DEME_04F0245_0034,batch_1,8:0,2.54426740478269e-5,D. menziesii
DEME_04F0245_0034,batch_1,9:0,6.49357800325135e-5,D. menziesii
DEME_04F0245_0034,batch_1,10:0,3.18982779107084e-5,D. menziesii
DEME_04F0245_0034,batch_1,11:0,6.15181073992233e-5,D. menziesii
DEME_04F0245_0034,batch_1,11:1,1.06327593035695e-5,D. menziesii
DEME_04F0245_0034,batch_1,12:0,1.4164354357969e-4,D. menziesii
DEME_04F0245_0034,batch_1,13:0,2.01262943960422e-5,D. menziesii
DEME_04F0245_0034,batch_1,13:1,9.5391040609165e-4,D. menziesii
DEME_04F0245_0034,batch_1,i-14:0,0,D. menziesii
